実施年,地域規模,性別,正答数_国A,正答数_国B,正答数_算A,正答数_算B,正答数_理,正答数_理A,正答数_理B,正答率_国A,正答率_国B,正答率_算A,正答率_算B,正答率_理,正答率_理A,正答率_理B,学力層_国A,学力層_国B,学力層_算A,学力層_算B,学力層_理,学力層_理A,学力層_理B,正答数_国A_領域1,正答数_国A_領域2,正答数_国A_領域3,正答数_国A_領域4,正答数_国A_観点1,正答数_国A_観点2,正答数_国A_観点3,正答数_国A_観点4,正答数_国A_観点5,正答数_国A_形式1,正答数_国A_形式2,正答数_国A_形式3,正答数_国B_領域1,正答数_国B_領域2,正答数_国B_領域3,正答数_国B_領域4,正答数_国B_観点1,正答数_国B_観点2,正答数_国B_観点3,正答数_国B_観点4,正答数_国B_観点5,正答数_国B_形式1,正答数_国B_形式2,正答数_国B_形式3,正答数_算A_領域1,正答数_算A_領域2,正答数_算A_領域3,正答数_算A_領域4,正答数_算A_観点1,正答数_算A_観点2,正答数_算A_観点3,正答数_算A_観点4,正答数_算A_形式1,正答数_算A_形式2,正答数_算A_形式3,正答数_算B_領域1,正答数_算B_領域2,正答数_算B_領域3,正答数_算B_領域4,正答数_算B_観点1,正答数_算B_観点2,正答数_算B_観点3,正答数_算B_観点4,正答数_算B_形式1,正答数_算B_形式2,正答数_算B_形式3,正答数_理_領域1,正答数_理_領域2,正答数_理_領域3,正答数_理_領域4,正答数_理_観点1,正答数_理_観点2,正答数_理_観点3,正答数_理_観点4,正答数_理_形式1,正答数_理_形式2,正答数_理_形式3,正答数_理A_領域1,正答数_理A_領域2,正答数_理A_領域3,正答数_理A_領域4,正答数_理A_観点1,正答数_理A_観点2,正答数_理A_観点3,正答数_理A_観点4,正答数_理A_形式1,正答数_理A_形式2,正答数_理A_形式3,正答数_理B_領域1,正答数_理B_領域2,正答数_理B_領域3,正答数_理B_領域4,正答数_理B_観点1,正答数_理B_観点2,正答数_理B_観点3,正答数_理B_観点4,正答数_理B_形式1,正答数_理B_形式2,正答数_理B_形式3,類型_国A_01,類型_国A_02,類型_国A_03,類型_国A_04,類型_国A_05,類型_国A_06,類型_国A_07,類型_国A_08,類型_国A_09,類型_国A_10,類型_国A_11,類型_国A_12,類型_国A_13,類型_国A_14,類型_国B_01,類型_国B_02,類型_国B_03,類型_国B_04,類型_国B_05,類型_国B_06,類型_国B_07,類型_国B_08,類型_国B_09,類型_算A_01,類型_算A_02,類型_算A_03,類型_算A_04,類型_算A_05,類型_算A_06,類型_算A_07,類型_算A_08,類型_算A_09,類型_算A_10,類型_算A_11,類型_算A_12,類型_算A_13,類型_算A_14,類型_算A_15,類型_算A_16,類型_算B_01,類型_算B_02,類型_算B_03,類型_算B_04,類型_算B_05,類型_算B_06,類型_算B_07,類型_算B_08,類型_算B_09,類型_算B_10,類型_算B_11,類型_算B_12,類型_算B_13,類型_理_01,類型_理_02,類型_理_03,類型_理_04,類型_理_05,類型_理_06,類型_理_07,類型_理_08,類型_理_09,類型_理_10,類型_理_11,類型_理_12,類型_理_13,類型_理_14,類型_理_15,類型_理_16,類型_理_17,類型_理_18,類型_理_19,類型_理_20,類型_理_21,類型_理_22,類型_理_23,類型_理_24,正誤_国A_01,正誤_国A_02,正誤_国A_03,正誤_国A_04,正誤_国A_05,正誤_国A_06,正誤_国A_07,正誤_国A_08,正誤_国A_09,正誤_国A_10,正誤_国A_11,正誤_国A_12,正誤_国A_13,正誤_国A_14,正誤_国B_01,正誤_国B_02,正誤_国B_03,正誤_国B_04,正誤_国B_05,正誤_国B_06,正誤_国B_07,正誤_国B_08,正誤_国B_09,正誤_算A_01,正誤_算A_02,正誤_算A_03,正誤_算A_04,正誤_算A_05,正誤_算A_06,正誤_算A_07,正誤_算A_08,正誤_算A_09,正誤_算A_10,正誤_算A_11,正誤_算A_12,正誤_算A_13,正誤_算A_14,正誤_算A_15,正誤_算A_16,正誤_算B_01,正誤_算B_02,正誤_算B_03,正誤_算B_04,正誤_算B_05,正誤_算B_06,正誤_算B_07,正誤_算B_08,正誤_算B_09,正誤_算B_10,正誤_算B_11,正誤_算B_12,正誤_算B_13,正誤_理_01,正誤_理_02,正誤_理_03,正誤_理_04,正誤_理_05,正誤_理_06,正誤_理_07,正誤_理_08,正誤_理_09,正誤_理_10,正誤_理_11,正誤_理_12,正誤_理_13,正誤_理_14,正誤_理_15,正誤_理_16,正誤_理_17,正誤_理_18,正誤_理_19,正誤_理_20,正誤_理_21,正誤_理_22,正誤_理_23,正誤_理_24,正答率_国A_領域1,正答率_国A_領域2,正答率_国A_領域3,正答率_国A_領域4,正答率_国A_観点1,正答率_国A_観点2,正答率_国A_観点3,正答率_国A_観点4,正答率_国A_観点5,正答率_国A_形式1,正答率_国A_形式2,正答率_国A_形式3,正答率_国B_領域1,正答率_国B_領域2,正答率_国B_領域3,正答率_国B_領域4,正答率_国B_観点1,正答率_国B_観点2,正答率_国B_観点3,正答率_国B_観点4,正答率_国B_観点5,正答率_国B_形式1,正答率_国B_形式2,正答率_国B_形式3,正答率_算A_領域1,正答率_算A_領域2,正答率_算A_領域3,正答率_算A_領域4,正答率_算A_観点1,正答率_算A_観点2,正答率_算A_観点3,正答率_算A_観点4,正答率_算A_形式1,正答率_算A_形式2,正答率_算A_形式3,正答率_算B_領域1,正答率_算B_領域2,正答率_算B_領域3,正答率_算B_領域4,正答率_算B_観点1,正答率_算B_観点2,正答率_算B_観点3,正答率_算B_観点4,正答率_算B_形式1,正答率_算B_形式2,正答率_算B_形式3,正答率_理_領域1,正答率_理_領域2,正答率_理_領域3,正答率_理_領域4,正答率_理_観点1,正答率_理_観点2,正答率_理_観点3,正答率_理_観点4,正答率_理_形式1,正答率_理_形式2,正答率_理_形式3,正答率_理A_領域1,正答率_理A_領域2,正答率_理A_領域3,正答率_理A_領域4,正答率_理A_観点1,正答率_理A_観点2,正答率_理A_観点3,正答率_理A_観点4,正答率_理A_形式1,正答率_理A_形式2,正答率_理A_形式3,正答率_理B_領域1,正答率_理B_領域2,正答率_理B_領域3,正答率_理B_領域4,正答率_理B_観点1,正答率_理B_観点2,正答率_理B_観点3,正答率_理B_観点4,正答率_理B_形式1,正答率_理B_形式2,正答率_理B_形式3,児童質問紙回答_001,児童質問紙回答_002,児童質問紙回答_003,児童質問紙回答_004,児童質問紙回答_005,学校質問紙回答_016,学校質問紙回答_017,学校質問紙回答_018,学校質問紙回答_019,学校質問紙回答_020
2015,2,0,7,0,7,3,7,3,4,50,0,43.75,23.07692308,29.16666667,33.33333333,26.66666667,4,4,4,4,4,4,4,0,0,1,6,,0,0,1,6,3,4,,,0,0,,0,,0,0,,0,0,0,3,2,1,1,,,3,4,2,5,,1,1,1,1,,1,1,1,2,1,0,1,1,3,2,,4,1,2,6,1,0,1,,2,0,,,1,2,2,1,,0,1,1,2,,4,,,4,,0,1,1,1,1,9,0,1,1,3,1,1,9,9,3,4,3,9,9,0,0,0,5,0,3,4,1,1,9,2,1,1,3,2,2,0,1,4,2,5,4,2,0,1,6,9,9,0,2,2,0,0,9,6,4,4,2,4,0,1,2,4,1,4,4,1,1,4,2,3,4,2,4,6,0,2,3,1,1,1,1,2,0,1,1,2,2,1,2,2,2,2,2,2,2,0,0,0,2,0,2,2,1,1,2,2,1,1,1,2,2,0,1,2,1,2,1,2,0,1,2,2,2,0,2,1,0,0,2,2,2,2,1,2,0,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,0,2,1,0,0,25,66.66666667,,0,0,25,66.66666667,42.85714286,57.14285714,,,0,0,,0,,0,0,,0,0,0,42.85714286,66.66666667,25,50,,,42.85714286,44.44444444,40,45.45454545,,25,33.33333333,14.28571429,33.33333333,,11.11111111,50,50,66.66666667,20,0,14.28571429,16.66666667,50,28.57142857,,26.66666667,20,50,33.33333333,33.33333333,0,33.33333333,,66.66666667,0,,,20,50,33.33333333,33.33333333,,0,16.66666667,33.33333333,50,,26.66666667,,,33.33333333,,0,2,4,2,1,1,2,2,2,3,2
2015,3,0,8,8,13,3,15,6,9,57.14285714,88.88888889,81.25,23.07692308,62.5,66.66666667,60,3,1,2,4,2,2,3,1,0,2,6,,1,0,2,6,3,5,,,5,6,,3,,5,6,,3,2,3,6,2,3,2,,,6,7,4,9,,1,0,2,0,,0,1,2,2,1,0,3,5,2,6,,9,3,3,12,2,1,2,,1,3,,,3,3,4,2,,1,5,1,3,,9,,,8,,1,1,1,1,1,1,3,9,7,1,4,1,3,4,4,3,1,4,1,1,1,1,3,1,4,1,1,1,0,1,1,1,2,1,1,1,9,3,2,1,4,1,9,3,6,0,3,0,1,0,0,0,9,1,3,2,1,3,2,1,2,4,0,1,7,2,3,2,1,4,0,2,1,1,4,1,3,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,0,2,0,1,0,0,0,2,1,1,1,2,1,1,1,1,2,0,2,2,2,2,2,1,1,0,1,2,1,1,1,1,100,0,50,66.66666667,,100,0,50,66.66666667,42.85714286,71.42857143,,,83.33333333,100,,75,,83.33333333,100,,100,100,75,85.71428571,66.66666667,75,100,,,85.71428571,77.77777778,80,81.81818182,,25,0,28.57142857,0,,0,50,100,66.66666667,20,0,42.85714286,83.33333333,33.33333333,85.71428571,,60,60,75,66.66666667,66.66666667,33.33333333,66.66666667,,33.33333333,100,,,60,75,66.66666667,66.66666667,,25,83.33333333,33.33333333,75,,60,,,66.66666667,,33.33333333,1,1,2,2,3,2,1,2,2,2
2015,1,0,9,8,14,9,16,5,11,64.28571429,88.88888889,87.5,69.23076923,66.66666667,55.55555556,73.33333333,3,1,2,1,2,3,3,0,1,3,6,,0,1,3,6,4,5,,,5,5,,3,,5,5,,3,2,3,6,2,4,2,,,5,9,5,9,,3,1,6,1,,6,1,2,3,3,3,4,5,3,6,,11,1,4,12,1,3,2,,1,2,,,1,4,4,1,,2,5,2,4,,11,,,8,,3,1,1,1,1,9,1,9,9,9,3,1,3,1,4,3,1,1,1,1,1,1,3,0,4,1,1,1,0,1,1,3,3,1,1,1,1,3,2,1,4,1,1,3,9,1,1,2,1,2,8,0,1,6,3,2,2,3,2,1,2,3,0,1,1,1,1,2,9,4,1,2,1,2,4,1,3,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,0,1,2,1,1,1,1,1,1,1,2,0,2,1,1,2,2,2,1,1,1,2,2,1,1,1,0,100,75,66.66666667,,0,100,75,66.66666667,57.14285714,71.42857143,,,83.33333333,83.33333333,,75,,83.33333333,83.33333333,,100,100,75,85.71428571,66.66666667,100,100,,,71.42857143,100,100,81.81818182,,75,33.33333333,85.71428571,33.33333333,,66.66666667,50,100,100,60,60,57.14285714,83.33333333,50,85.71428571,,73.33333333,20,100,66.66666667,33.33333333,100,66.66666667,,33.33333333,66.66666667,,,20,100,66.66666667,33.33333333,,50,83.33333333,66.66666667,100,,73.33333333,,,66.66666667,,100,1,1,1,2,3,1,1,2,2,1
2015,3,0,11,7,14,9,19,5,14,78.57142857,77.77777778,87.5,69.23076923,79.16666667,55.55555556,93.33333333,2,2,2,1,1,3,1,0,1,4,7,,0,1,4,7,5,6,,,5,5,,4,,5,5,,2,1,4,6,3,3,2,,,7,7,3,11,,3,2,5,2,,7,1,1,2,3,4,5,6,4,6,,14,2,3,15,1,3,1,,1,3,,,2,3,4,1,,4,6,3,3,,14,,,11,,3,1,1,1,1,9,1,2,1,3,3,1,1,1,4,4,1,1,9,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,4,2,1,4,2,1,1,6,1,1,2,2,2,1,0,1,1,3,2,2,3,2,5,2,1,9,2,1,1,4,1,2,1,1,1,1,1,4,1,3,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,0,100,100,77.77777778,,0,100,100,77.77777778,71.42857143,85.71428571,,,83.33333333,83.33333333,,100,,83.33333333,83.33333333,,66.66666667,50,100,85.71428571,100,75,100,,,100,77.77777778,60,100,,75,66.66666667,71.42857143,66.66666667,,77.77777778,50,50,66.66666667,60,80,71.42857143,100,66.66666667,85.71428571,,93.33333333,40,75,83.33333333,33.33333333,100,33.33333333,,33.33333333,100,,,40,75,66.66666667,33.33333333,,100,100,100,75,,93.33333333,,,91.66666667,,100,1,1,2,1,3,2,2,2,2,2
2015,3,0,11,5,12,1,10,6,4,78.57142857,55.55555556,75,7.692307692,41.66666667,66.66666667,26.66666667,2,3,3,4,4,2,4,1,1,2,7,,1,1,2,7,5,6,,,4,3,,2,,4,3,,2,1,2,4,3,3,2,,,4,8,5,7,,0,0,1,0,,0,0,1,1,0,0,3,2,3,3,,4,4,2,7,2,1,2,,3,1,,,4,2,4,2,,1,2,0,2,,4,,,3,,1,1,1,1,9,1,1,1,1,1,3,2,1,1,1,3,1,4,9,1,1,4,5,1,4,5,1,1,9,9,1,1,3,1,1,9,1,3,2,1,4,3,0,2,6,9,3,0,2,4,0,0,9,6,1,2,2,4,4,1,4,4,1,2,4,1,1,2,1,0,4,4,2,1,4,9,3,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,0,2,2,2,2,0,2,2,0,0,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,0,2,2,2,1,1,2,1,100,100,50,77.77777778,,100,100,50,77.77777778,71.42857143,85.71428571,,,66.66666667,50,,50,,66.66666667,50,,66.66666667,50,50,57.14285714,100,75,100,,,57.14285714,88.88888889,100,63.63636364,,0,0,14.28571429,0,,0,0,50,33.33333333,0,0,42.85714286,33.33333333,50,42.85714286,,26.66666667,80,50,38.88888889,66.66666667,33.33333333,66.66666667,,100,33.33333333,,,80,50,66.66666667,66.66666667,,25,33.33333333,0,50,,26.66666667,,,25,,33.33333333,2,1,1,1,3,2,1,2,1,2
2015,4,0,8,8,15,9,20,8,12,57.14285714,88.88888889,93.75,69.23076923,83.33333333,88.88888889,80,3,1,1,1,1,1,1,0,0,3,6,,0,0,3,6,3,5,,,5,5,,3,,5,5,,3,2,3,7,3,3,2,,,7,8,5,10,,3,2,6,1,,6,1,2,3,3,3,7,4,5,6,,12,4,4,14,3,3,3,,2,3,,,4,4,5,3,,4,4,3,3,,12,,,9,,3,1,1,1,0,1,1,2,7,0,1,1,3,1,4,3,1,1,1,1,1,1,3,9,4,1,1,1,1,1,1,1,3,1,1,0,1,3,2,1,4,1,0,2,6,2,1,2,1,2,0,1,1,1,3,1,4,3,0,1,2,1,1,1,2,1,4,1,1,4,1,1,1,1,4,1,3,1,1,1,0,1,1,2,2,0,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,2,2,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,75,66.66666667,,0,0,75,66.66666667,42.85714286,71.42857143,,,83.33333333,83.33333333,,75,,83.33333333,83.33333333,,100,100,75,100,100,75,100,,,100,88.88888889,100,90.90909091,,75,66.66666667,85.71428571,33.33333333,,66.66666667,50,100,100,60,60,100,66.66666667,83.33333333,85.71428571,,80,80,100,77.77777778,100,100,100,,66.66666667,100,,,80,100,83.33333333,100,,100,66.66666667,100,75,,80,,,75,,100,1,2,3,1,2,2,1,1,1,2
2015,3,0,10,8,16,8,19,9,10,71.42857143,88.88888889,100,61.53846154,79.16666667,100,66.66666667,2,1,1,1,1,1,2,0,1,2,8,,0,1,2,8,5,5,,,5,6,,3,,5,6,,3,2,3,7,3,4,2,,,7,9,5,11,,2,1,5,1,,5,1,2,3,2,3,5,4,6,6,,10,5,4,14,3,2,3,,3,3,,,5,4,6,3,,2,4,3,3,,10,,,8,,2,1,1,1,0,1,1,1,1,9,3,2,3,1,4,3,1,4,1,1,3,1,3,1,4,1,2,1,1,1,1,1,3,1,1,1,1,3,2,1,4,1,1,3,6,1,3,2,1,2,0,0,1,1,1,2,2,2,2,1,2,1,1,2,1,1,4,2,1,4,4,0,1,1,4,1,3,1,1,1,0,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,0,0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,0,2,1,1,1,1,0,100,50,88.88888889,,0,100,50,88.88888889,71.42857143,71.42857143,,,83.33333333,100,,75,,83.33333333,100,,100,100,75,100,100,100,100,,,100,100,100,100,,50,33.33333333,71.42857143,33.33333333,,55.55555556,50,100,100,40,60,71.42857143,66.66666667,100,85.71428571,,66.66666667,100,100,77.77777778,100,66.66666667,100,,100,100,,,100,100,100,100,,50,66.66666667,100,75,,66.66666667,,,66.66666667,,66.66666667,1,3,1,1,2,2,1,1,2,1
2015,3,0,6,2,6,5,5,3,2,42.85714286,22.22222222,37.5,38.46153846,20.83333333,33.33333333,13.33333333,4,4,4,3,4,4,4,1,0,1,4,,1,0,1,4,2,4,,,1,2,,1,,1,2,,0,1,1,3,1,0,2,,,3,3,2,4,,2,0,2,1,,2,1,2,3,1,1,2,2,1,1,,2,1,2,2,2,1,1,,1,1,,,1,2,1,2,,1,2,0,0,,2,,,1,,1,1,1,1,0,9,1,2,5,1,1,1,3,0,3,9,2,0,1,9,9,4,0,1,3,0,3,1,0,1,1,9,3,2,2,4,2,4,2,1,4,1,0,2,6,2,7,9,1,2,0,9,0,3,1,2,2,2,1,1,4,4,0,1,4,2,3,2,1,1,7,1,3,2,1,1,4,1,1,1,0,2,1,2,2,1,2,1,2,0,2,2,2,0,1,2,2,2,0,1,2,0,2,1,0,1,1,2,1,2,2,2,2,2,1,1,1,1,0,2,2,1,2,2,1,1,0,2,0,2,2,1,1,2,2,1,2,2,0,2,2,2,2,2,1,2,2,2,1,2,2,1,2,100,0,25,44.44444444,,100,0,25,44.44444444,28.57142857,57.14285714,,,16.66666667,33.33333333,,25,,16.66666667,33.33333333,,0,50,25,42.85714286,33.33333333,0,100,,,42.85714286,33.33333333,40,36.36363636,,50,0,28.57142857,33.33333333,,22.22222222,50,100,100,20,20,28.57142857,33.33333333,16.66666667,14.28571429,,13.33333333,20,50,11.11111111,66.66666667,33.33333333,33.33333333,,33.33333333,33.33333333,,,20,50,16.66666667,66.66666667,,25,33.33333333,0,0,,13.33333333,,,8.333333333,,33.33333333,1,2,2,2,4,1,1,2,2,2
2015,1,0,9,6,10,4,11,6,5,64.28571429,66.66666667,62.5,30.76923077,45.83333333,66.66666667,33.33333333,3,2,3,3,3,2,4,0,0,3,7,,0,0,3,7,4,5,,,4,5,,4,,4,5,,0,2,4,5,3,0,2,,,6,4,2,8,,1,1,3,0,,3,0,1,1,1,2,4,1,3,3,,5,4,2,9,2,0,3,,2,1,,,4,2,4,2,,1,1,1,2,,5,,,5,,0,1,1,1,1,9,1,9,1,3,1,1,9,1,4,1,3,1,1,1,1,1,0,1,3,1,1,1,1,1,0,1,3,1,2,9,9,4,2,1,4,9,0,9,6,0,3,2,6,4,1,0,1,1,4,4,3,2,9,1,2,4,1,4,6,1,1,1,1,4,4,3,2,1,4,0,3,1,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,0,1,2,1,1,1,1,1,0,1,1,1,2,2,2,2,1,1,1,2,0,2,2,0,2,1,2,2,1,0,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,1,1,0,1,0,0,75,77.77777778,,0,0,75,77.77777778,57.14285714,71.42857143,,,66.66666667,83.33333333,,100,,66.66666667,83.33333333,,0,100,100,71.42857143,100,0,100,,,85.71428571,44.44444444,40,72.72727273,,25,33.33333333,42.85714286,0,,33.33333333,0,50,33.33333333,20,40,57.14285714,16.66666667,50,42.85714286,,33.33333333,80,50,50,66.66666667,0,100,,66.66666667,33.33333333,,,80,50,66.66666667,66.66666667,,25,16.66666667,33.33333333,50,,33.33333333,,,41.66666667,,0,1,1,2,1,2,2,1,1,2,1
2015,3,0,11,6,14,8,17,6,11,78.57142857,66.66666667,87.5,61.53846154,70.83333333,66.66666667,73.33333333,2,2,2,1,2,2,3,1,1,3,6,,1,1,3,6,4,7,,,4,4,,3,,4,4,,1,2,3,6,3,3,2,,,7,7,3,11,,3,3,5,1,,5,2,1,2,4,2,5,6,6,2,,11,4,2,12,2,3,3,,3,0,,,4,2,4,2,,2,6,3,2,,11,,,8,,3,1,1,1,1,1,1,2,7,1,3,1,1,1,2,3,3,1,1,1,1,0,2,1,3,1,1,1,1,1,1,1,3,1,4,1,1,3,2,1,4,2,0,1,8,9,1,2,1,2,0,1,1,1,3,2,2,3,2,1,2,1,1,2,1,1,1,3,1,4,1,1,2,2,4,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,0,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,0,1,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,0,2,100,100,75,66.66666667,,100,100,75,66.66666667,57.14285714,100,,,66.66666667,66.66666667,,75,,66.66666667,66.66666667,,33.33333333,100,75,85.71428571,100,75,100,,,100,77.77777778,60,100,,75,100,71.42857143,33.33333333,,55.55555556,100,50,66.66666667,80,40,71.42857143,100,100,28.57142857,,73.33333333,80,50,66.66666667,66.66666667,100,100,,100,0,,,80,50,66.66666667,66.66666667,,50,100,100,50,,73.33333333,,,66.66666667,,100,1,1,2,1,1,1,1,1,3,2
2015,3,0,5,6,7,3,10,2,8,35.71428571,66.66666667,43.75,23.07692308,41.66666667,22.22222222,53.33333333,4,2,4,4,4,4,3,0,0,1,5,,0,0,1,5,2,3,,,3,4,,1,,3,4,,3,2,1,4,0,2,1,,,2,5,1,6,,1,1,1,1,,1,1,1,2,1,0,3,4,3,2,,8,1,1,7,1,2,1,,1,0,,,1,1,1,1,,2,4,2,2,,8,,,6,,2,1,1,1,9,9,9,9,1,2,1,9,3,0,4,3,1,4,1,1,9,0,3,1,4,5,1,1,7,4,1,9,2,2,0,1,1,0,4,1,4,2,9,1,6,0,3,0,4,2,7,0,0,1,1,2,2,3,1,5,3,1,1,1,1,1,4,2,2,3,4,1,2,4,2,0,3,1,1,1,2,2,2,2,1,2,2,2,2,0,1,1,1,2,1,1,2,0,1,1,1,2,1,1,2,2,1,2,2,2,0,1,1,0,2,1,1,2,2,1,2,0,2,0,2,1,2,0,0,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,0,1,0,0,25,55.55555556,,0,0,25,55.55555556,28.57142857,42.85714286,,,50,66.66666667,,25,,50,66.66666667,,100,100,25,57.14285714,0,50,50,,,28.57142857,55.55555556,20,54.54545455,,25,33.33333333,14.28571429,33.33333333,,11.11111111,50,50,66.66666667,20,0,42.85714286,66.66666667,50,28.57142857,,53.33333333,20,25,38.88888889,33.33333333,66.66666667,33.33333333,,33.33333333,0,,,20,25,16.66666667,33.33333333,,50,66.66666667,66.66666667,50,,53.33333333,,,50,,66.66666667,1,1,2,1,3,1,1,1,1,1
2015,4,0,10,6,11,6,16,6,10,71.42857143,66.66666667,68.75,46.15384615,66.66666667,66.66666667,66.66666667,2,2,3,2,2,2,2,1,1,3,6,,1,1,3,6,5,5,,,3,5,,2,,3,5,,2,2,2,6,1,2,2,,,4,7,4,7,,2,1,4,1,,4,0,2,3,2,1,4,5,4,4,,10,4,2,13,2,1,2,,3,1,,,4,2,4,2,,2,5,1,3,,10,,,9,,1,1,1,1,0,1,1,2,9,1,3,1,3,1,4,3,3,4,1,1,1,0,3,1,4,1,2,1,1,9,1,3,3,2,1,1,2,4,2,1,4,1,0,2,6,1,1,0,2,2,0,0,1,6,3,2,2,3,2,1,2,3,1,2,4,1,4,3,1,1,6,2,3,1,4,9,3,1,1,1,0,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,0,2,2,1,1,0,2,1,0,0,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,100,100,75,66.66666667,,100,100,75,66.66666667,71.42857143,71.42857143,,,50,83.33333333,,50,,50,83.33333333,,66.66666667,100,50,85.71428571,33.33333333,50,100,,,57.14285714,77.77777778,80,63.63636364,,50,33.33333333,57.14285714,33.33333333,,44.44444444,0,100,100,40,20,57.14285714,83.33333333,66.66666667,57.14285714,,66.66666667,80,50,72.22222222,66.66666667,33.33333333,66.66666667,,100,33.33333333,,,80,50,66.66666667,66.66666667,,50,83.33333333,33.33333333,75,,66.66666667,,,75,,33.33333333,2,3,2,2,2,2,1,2,2,2
2015,2,0,12,7,15,8,19,8,11,85.71428571,77.77777778,93.75,61.53846154,79.16666667,88.88888889,73.33333333,1,2,1,1,1,1,3,0,1,3,9,,0,1,3,9,6,6,,,4,5,,3,,4,5,,2,2,3,7,3,3,2,,,7,8,4,11,,2,2,4,2,,4,2,2,3,3,2,5,5,5,6,,11,4,4,13,3,3,3,,2,3,,,4,4,5,3,,2,5,3,3,,11,,,8,,3,1,1,1,1,1,1,1,1,3,3,1,3,1,4,4,1,1,1,1,3,1,3,0,4,1,1,1,1,1,1,1,3,1,2,1,1,3,2,1,4,1,0,1,6,1,3,1,1,2,3,0,1,1,4,2,2,3,2,1,2,1,1,0,2,1,1,2,1,4,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,2,1,2,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1,0,1,1,2,2,1,1,1,1,2,1,2,1,1,0,100,75,100,,0,100,75,100,85.71428571,85.71428571,,,66.66666667,83.33333333,,75,,66.66666667,83.33333333,,66.66666667,100,75,100,100,75,100,,,100,88.88888889,80,100,,50,66.66666667,57.14285714,66.66666667,,44.44444444,100,100,100,60,40,71.42857143,83.33333333,83.33333333,85.71428571,,73.33333333,80,100,72.22222222,100,100,100,,66.66666667,100,,,80,100,83.33333333,100,,50,83.33333333,100,75,,73.33333333,,,66.66666667,,100,1,2,1,1,3,2,1,2,2,2
